      1000        600 4.089701777  3.3144425139  4.61275031579  2.38824034003  6.183701849  1.77894755089
      1200        600 1.15422002992  1.02207288775  1.42242981471  0.736461479953  1.9068688973  0.548572854029
      1400        600 0.689749996512  0.714534152764  0.994424408803  0.51486091878  1.33309739379  0.383509134788
      1600        600 0.549412399809  0.645603688012  0.898490199086  0.465193433901  1.20449640861  0.346512087768
      1800        600 0.685360835169  0.883271368217  1.22925599002  0.636446460059  1.64791260684  0.474074466656
      2000        600 0.998863282268  1.28573087573  1.78936334507  0.92644088552  2.39876977055  0.690084301908
      2200        600 1.48604786592  1.92168796518  2.67444301819  1.38468172738  3.58527689737  1.03141929311
      2400        600 2.24493939695  2.9537465315  4.1107484488  2.12833734585  5.51078347355  1.58535073736
      2600        600 3.49739469641  4.65488422979  6.47826365315  3.35410157203  8.68453485486  2.49839497026
      2800        600 5.40048206447  7.23631894371  10.0708271522  5.21416839118  13.5007265868  3.88391721351
      3000        600 8.35838807421  11.3951720242  15.8587527993  8.21084987555  21.2598236156  6.11607815164
