       800        500 2.33680590323  2.15755043723  3.00268797089  1.55463086693  4.02531310275  1.15801248347
      1000        500 0.773601858138  0.613706707584  0.854102454264  0.442209962352  1.14498171559  0.329391929882
      1200        500 0.371301772786  0.340767878084  0.474250446138  0.245542252775  0.635766526852  0.182898517304
      1400        500 0.217619159057  0.236390460295  0.328986967345  0.170332434412  0.44103046979  0.126876828828
      1600        500 0.231022104592  0.287791384901  0.400523024659  0.207369672974  0.536927727668  0.154465029599
      1800        500 0.324953303801  0.422118414673  0.587469098204  0.304159734596  0.787542796617  0.226561907014
      2000        500 0.493970078955  0.66173152917  0.920936428817  0.476814487322  1.23458585586  0.355168279862
      2200        500 0.783831718106  1.04998695504  1.46128270303  0.756573310988  1.95894839865  0.563555638546
      2400        500 1.24481317202  1.64487691885  2.28919982438  1.18522431052  3.06881880838  0.882848392754
      2600        500 1.94720345308  2.66001757286  3.70198296688  1.9166897271  4.96275852152  1.42769982008
      2800        500 3.08466983811  4.17647297876  5.81242674514  3.00938245304  7.79198438785  2.24162294862
      3000        500 4.75746824152  6.54852704609  9.11365485145  4.71857349958  12.2175121809  3.5147647138
