       800        500 1.86999642527  2.38338224862  3.31698181543  1.71736291165  4.44664544558  1.27922540841
      1000        500 0.588874445828  0.535094935185  0.744697617739  0.385565903037  0.9983201255  0.287198830658
      1200        500 0.46434835321  0.327023551666  0.455122072575  0.235639177485  0.610123963079  0.175522173955
      1400        500 0.234558685119  0.237938096189  0.331140974922  0.171447644471  0.44391762472  0.127707453802
      1600        500 0.272461284778  0.298653858153  0.415639113119  0.215196647614  0.557195816296  0.160295187615
      1800        500 0.41184519951  0.460958788489  0.641520662809  0.332146195869  0.860005591836  0.247408533707
      2000        500 0.698408238162  0.789932461586  1.09935914446  0.569190490381  1.47376703857  0.423977413907
      2200        500 1.20081502464  1.35959341575  1.89216226689  0.979662800258  2.53657553942  0.729729111544
      2400        500 2.12977964622  2.39940067217  3.33928060823  1.72890016743  4.47652660562  1.28781922309
      2600        500 3.99502238944  4.56303264247  6.35041442891  3.28791867478  8.5132015057  2.44909785415
      2800        500 8.57652059742  9.62550818447  13.3959445722  6.93571649325  17.9582036694  5.16627759388
      3000        500 16.9321735653  19.3064733971  26.8690308848  13.9113658521  36.019818132  10.3622866951
