      1000        600 4.40736745909  2.96862407516  4.1314797205  2.13905880075  5.53853226908  1.59333588527
      1200        600 1.10101312206  0.925753711331  1.28838245762  0.667057391372  1.72716530881  0.496875443018
      1400        600 0.638879207944  0.686778011782  0.955798268883  0.49486060087  1.28131068937  0.368611282274
      1600        600 0.541495181683  0.67017056623  0.932684247539  0.482895327197  1.25033173069  0.359697812465
      1800        600 0.665013896159  0.872080570978  1.21368899745  0.628381878175  1.6270242991  0.468067603018
      2000        600 1.07100720039  1.39615688096  1.9430433242  1.00600835748  2.60479503907  0.749353580092
      2200        600 1.64183258735  2.20367200204  3.06687301909  1.58786677948  4.11134984404  1.18276647184
      2400        600 2.6023970637  3.54689066153  4.93622800939  2.55572932152  6.61739272489  1.90370853671
      2600        600 4.41797581719  6.06226380269  8.43691568979  4.36819915289  11.3102661223  3.25377460755
      2800        600 7.45652193854  10.4633849378  14.5620321984  7.53944414474  19.5213615834  5.6159686602
      3000        600 12.9081369844  17.8821556784  24.886728238  12.8850761669  33.3625154721  9.59781671896
