       800        500 3.02118971522  2.06054592486  2.86768236614  1.4847379973  3.84433189865  1.10594553214
      1000        500 0.699325658544  0.515881425763  0.717957388321  0.371720851373  0.962477158267  0.276886921877
      1200        500 0.356021980531  0.307655216934  0.428166802741  0.221682424333  0.573988839791  0.165126996196
      1400        500 0.197689012486  0.240162881208  0.334236715437  0.17305065567  0.448068684383  0.128901554646
      1600        500 0.227667484997  0.285706960863  0.397620442417  0.205867728294  0.53303873401  0.153346319084
      1800        500 0.341475270595  0.436942705585  0.608100160518  0.314841671708  0.815197085484  0.234518532679
      2000        500 0.541154920684  0.716368711276  0.996978065717  0.516183320474  1.3365161789  0.384493765623
      2200        500 0.877010699562  1.18955636511  1.65551491198  0.85714174885  2.21933806958  0.638464986371
      2400        500 1.4424471518  1.97539739764  2.74917835344  1.42338297347  3.68546588714  1.06024728501
      2600        500 2.46431207954  3.46191237935  4.8179671535  2.49449907944  6.45884003915  1.85809831842
      2800        500 4.61981819971  6.32433451307  8.80166229  4.55703528479  11.7992073411  3.39443331111
      3000        500 7.64096911685  10.6708124696  14.8506833718  7.68890097282  19.9083945266  5.72729777796
